Classe,Ordem,Familia,Genero,Especie,Correspondente
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis orcus,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis paulodutrai,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis peruvianus,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis ramagii,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis reichlei,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis skydmainos,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis toftae,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis variabilis,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis ventrigranulosus,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis ventrimarmoratus,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis vilarsi,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis vinhai,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis zeuctotylus,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis zimmermanae,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus acangatan,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus asper,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus bandeirensis,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus bolitoglossus,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus boraceiensis,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus brasiliensis,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus carvalhoi,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus catarinensis,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus cedrensis,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus diringshofeni,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus dubius,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus duseni,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus eleutherodactylus,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus faustoi,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus fuliginosus,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus granulosus,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus izecksohni,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus juimirim,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus lithomimeticus,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus lutzorum,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus migueli,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus mirandaribeiroi,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus ohausi,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus organensis,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus rhyakonastes,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus semipalmatus,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus stejnegeri,
Amphibia,Anura,Cycloramphidae,Cycloramphus,Cycloramphus valae,
Amphibia,Anura,Cycloramphidae,Thoropa,Thoropa lutzi,
Amphibia,Anura,Cycloramphidae,Thoropa,Thoropa megatympanum,
Amphibia,Anura,Cycloramphidae,Thoropa,Thoropa miliaris,
Amphibia,Anura,Cycloramphidae,Thoropa,Thoropa petropolitana,
Amphibia,Anura,Cycloramphidae,Thoropa,Thoropa saxatilis,
Amphibia,Anura,Cycloramphidae,Thoropa,Thoropa taophora,
Amphibia,Anura,Cycloramphidae,Zachaenus,Zachaenus carvalhoi,
Amphibia,Anura,Cycloramphidae,Zachaenus,Zachaenus parvulus,
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega berohoka,
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega braccata,
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega flavopicta,
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega hahneli,
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega macero,
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega munduruku,
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega petersi,
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega picta,
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega pulchripecta,
Amphibia,Anura,Dendrobatidae,Ameerega,Ameerega trivittata,
Amphibia,Anura,Dendrobatidae,Adelphobates,Adelphobates castaneoticus,
Amphibia,Anura,Dendrobatidae,Adelphobates,Adelphobates galactonotus,
Amphibia,Anura,Dendrobatidae,Adelphobates,Adelphobates quinquevittatus,
Amphibia,Anura,Dendrobatidae,Dendrobates,Dendrobates leucomelas,
Amphibia,Anura,Dendrobatidae,Dendrobates,Dendrobates tinctorius,
Amphibia,Anura,Dendrobatidae,Ranitomeya,Ranitomeya amazonica,
Amphibia,Anura,Dendrobatidae,Ranitomeya,Ranitomeya defleri,
Amphibia,Anura,Dendrobatidae,Ranitomeya,Ranitomeya sirensis,
Amphibia,Anura,Dendrobatidae,Ranitomeya,Ranitomeya toraro,
Amphibia,Anura,Dendrobatidae,Ranitomeya,Ranitomeya uakarii,
Amphibia,Anura,Dendrobatidae,Ranitomeya,Ranitomeya vanzolinii,
Amphibia,Anura,Dendrobatidae,Ranitomeya,Ranitomeya variabilis,
Amphibia,Anura,Dendrobatidae,Hyloxalus,Hyloxalus chlorocraspedus,
Amphibia,Anura,Eleutherodactylidae,Eleutherodactylus,Eleutherodactylus johnstonei,
Amphibia,Anura,Eleutherodactylidae,Adelophryne,Adelophryne adiastola,
Amphibia,Anura,Eleutherodactylidae,Adelophryne,Adelophryne baturitensis,
Amphibia,Anura,Eleutherodactylidae,Adelophryne,Adelophryne glandulata,
Amphibia,Anura,Eleutherodactylidae,Adelophryne,Adelophryne gutturosa,
Amphibia,Anura,Eleutherodactylidae,Adelophryne,Adelophryne maranguapensis,
Amphibia,Anura,Eleutherodactylidae,Adelophryne,Adelophryne meridionalis,
Amphibia,Anura,Eleutherodactylidae,Adelophryne,Adelophryne michelin,
Amphibia,Anura,Eleutherodactylidae,Adelophryne,Adelophryne mucronata,
Amphibia,Anura,Eleutherodactylidae,Adelophryne,Adelophryne pachydactyla,
Amphibia,Anura,Eleutherodactylidae,Phyzelaphryne,Phyzelaphryne miriamae,
Amphibia,Anura,Eleutherodactylidae,Phyzelaphryne,Phyzelaphryne nimio,
Amphibia,Anura,Hemiphractidae,Fritziana,Fritziana fissilis,
Amphibia,Anura,Hemiphractidae,Fritziana,Fritziana goeldii,
Amphibia,Anura,Hemiphractidae,Fritziana,Fritziana izecksohni,
Amphibia,Anura,Hemiphractidae,Fritziana,Fritziana mitus,
Amphibia,Anura,Hemiphractidae,Fritziana,Fritziana ohausi,
Amphibia,Anura,Hemiphractidae,Fritziana,Fritziana tonimi,
Amphibia,Anura,Hemiphractidae,Fritziana,Fritziana ulei,
Amphibia,Anura,Hemiphractidae,Gastrotheca,Gastrotheca albolineata,
Amphibia,Anura,Hemiphractidae,Gastrotheca,Gastrotheca ernestoi,
Amphibia,Anura,Hemiphractidae,Gastrotheca,Gastrotheca fissipes,
Amphibia,Anura,Hemiphractidae,Gastrotheca,Gastrotheca flamma,
Amphibia,Anura,Hemiphractidae,Gastrotheca,Gastrotheca fulvorufa,
Amphibia,Anura,Hemiphractidae,Gastrotheca,Gastrotheca megacephala,
Amphibia,Anura,Hemiphractidae,Gastrotheca,Gastrotheca microdiscus,
Amphibia,Anura,Hemiphractidae,Gastrotheca,Gastrotheca prasina,
Amphibia,Anura,Hemiphractidae,Gastrotheca,Gastrotheca pulchra,
Amphibia,Anura,Hemiphractidae,Gastrotheca,Gastrotheca recava,
Amphibia,Anura,Hemiphractidae,Hemiphractus,Hemiphractus helioi,
Amphibia,Anura,Hemiphractidae,Hemiphractus,Hemiphractus scutatus,
Amphibia,Anura,Hemiphractidae,Stefania,Stefania neblinae,
Amphibia,Anura,Hemiphractidae,Stefania,Stefania tamacuarina,
Amphibia,Anura,Hylidae,Hyla,Hyla imitator,
Amphibia,Anura,Hylidae,Aparasphenodon,Aparasphenodon arapapa,
Amphibia,Anura,Hylidae,Aparasphenodon,Aparasphenodon bokermanni,
Amphibia,Anura,Hylidae,Aparasphenodon,Aparasphenodon brunoi,
Amphibia,Anura,Hylidae,Aparasphenodon,Aparasphenodon pomba,
Amphibia,Anura,Hylidae,Aparasphenodon,Aparasphenodon venezolanus,
Amphibia,Anura,Hylidae,Aplastodiscus,Aplastodiscus albofrenatus,
Amphibia,Anura,Hylidae,Aplastodiscus,Aplastodiscus albosignatus,
Amphibia,Anura,Hylidae,Aplastodiscus,Aplastodiscus arildae,
Amphibia,Anura,Hylidae,Aplastodiscus,Aplastodiscus cavicola,
Amphibia,Anura,Hylidae,Aplastodiscus,Aplastodiscus cochranae,
Amphibia,Anura,Hylidae,Aplastodiscus,Aplastodiscus ehrhardti,
Amphibia,Anura,Hylidae,Aplastodiscus,Aplastodiscus eugenioi,
Amphibia,Anura,Hylidae,Aplastodiscus,Aplastodiscus flumineus,
Amphibia,Anura,Hylidae,Aplastodiscus,Aplastodiscus ibirapitanga,
Amphibia,Anura,Hylidae,Aplastodiscus,Aplastodiscus leucopygius,
Amphibia,Anura,Hylidae,Aplastodiscus,Aplastodiscus lutzorum,
Amphibia,Anura,Hylidae,Aplastodiscus,Aplastodiscus musicus,
Amphibia,Anura,Hylidae,Aplastodiscus,Aplastodiscus perviridis,
Amphibia,Anura,Hylidae,Aplastodiscus,Aplastodiscus sibilatus,
Amphibia,Anura,Hylidae,Aplastodiscus,Aplastodiscus weygoldti,
Amphibia,Anura,Hylidae,Boana,Boana albomarginata,
Amphibia,Anura,Hylidae,Boana,Boana albopunctata,
Amphibia,Anura,Hylidae,Boana,Boana atlantica,
Amphibia,Anura,Hylidae,Boana,Boana bandeirantes,
Amphibia,Anura,Hylidae,Boana,Boana beckeri,
Amphibia,Anura,Hylidae,Boana,Boana benitezi,
Amphibia,Anura,Hylidae,Boana,Boana bischoffi,
Amphibia,Anura,Hylidae,Boana,Boana boans,
Amphibia,Anura,Hylidae,Boana,Boana botumirim,
Amphibia,Anura,Hylidae,Boana,Boana buriti,
Amphibia,Anura,Hylidae,Boana,Boana caiapo,
Amphibia,Anura,Hylidae,Boana,Boana caingua,
Amphibia,Anura,Hylidae,Boana,Boana caipora,
Amphibia,Anura,Hylidae,Boana,Boana calcarata,
Amphibia,Anura,Hylidae,Boana,Boana cambui,
Amphibia,Anura,Hylidae,Boana,Boana cinerascens,
Amphibia,Anura,Hylidae,Boana,Boana cipoensis,
Amphibia,Anura,Hylidae,Boana,Boana crepitans,
Amphibia,Anura,Hylidae,Boana,Boana curupi,
Amphibia,Anura,Hylidae,Boana,Boana cymbalum,
Amphibia,Anura,Hylidae,Boana,Boana dentei,
Amphibia,Anura,Hylidae,Boana,Boana diabolica,
Amphibia,Anura,Hylidae,Boana,Boana ericae,
Amphibia,Anura,Hylidae,Boana,Boana exastis,
Amphibia,Anura,Hylidae,Boana,Boana faber,
Amphibia,Anura,Hylidae,Boana,Boana fasciata,
Amphibia,Anura,Hylidae,Boana,Boana freicanecae,
Amphibia,Anura,Hylidae,Boana,Boana geographica,
Amphibia,Anura,Hylidae,Boana,Boana goiana,
Amphibia,Anura,Hylidae,Boana,Boana guentheri,
Amphibia,Anura,Hylidae,Boana,Boana hobbsi,
Amphibia,Anura,Hylidae,Boana,Boana icamiaba,
Amphibia,Anura,Hylidae,Boana,Boana jaguariaivensis,
Amphibia,Anura,Hylidae,Boana,Boana joaquini,
Amphibia,Anura,Hylidae,Boana,Boana lanciformis,
Amphibia,Anura,Hylidae,Boana,Boana latistriata,
Amphibia,Anura,Hylidae,Boana,Boana leptolineata,
Amphibia,Anura,Hylidae,Boana,Boana leucocheila,
Amphibia,Anura,Hylidae,Boana,Boana lundii,
Amphibia,Anura,Hylidae,Boana,Boana maculateralis,
Amphibia,Anura,Hylidae,Boana,Boana marginata,
Amphibia,Anura,Hylidae,Boana,Boana microderma,
Amphibia,Anura,Hylidae,Boana,Boana multifasciata,
Amphibia,Anura,Hylidae,Boana,Boana nympha,
Amphibia,Anura,Hylidae,Boana,Boana ornatissima,
Amphibia,Anura,Hylidae,Boana,Boana paranaiba,
Amphibia,Anura,Hylidae,Boana,Boana pardalis,
Amphibia,Anura,Hylidae,Boana,Boana phaeopleura,
Amphibia,Anura,Hylidae,Boana,Boana poaju,
Amphibia,Anura,Hylidae,Boana,Boana polytaenia,
Amphibia,Anura,Hylidae,Boana,Boana pombali,
Amphibia,Anura,Hylidae,Boana,Boana prasina,
Amphibia,Anura,Hylidae,Boana,Boana pulchella,
Amphibia,Anura,Hylidae,Boana,Boana punctata,
Amphibia,Anura,Hylidae,Boana,Boana raniceps,
Amphibia,Anura,Hylidae,Boana,Boana secedens,
Amphibia,Anura,Hylidae,Boana,Boana semiguttata,
Amphibia,Anura,Hylidae,Boana,Boana semilineata,
Amphibia,Anura,Hylidae,Boana,Boana stellae,
Amphibia,Anura,Hylidae,Boana,Boana stenocephala,
Amphibia,Anura,Hylidae,Boana,Boana tepuniana,
Amphibia,Anura,Hylidae,Boana,Boana wavrini,
Amphibia,Anura,Hylidae,Boana,Boana xerophyla,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla ahenea,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla alvarengai,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla astartea,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla capra,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla caramaschii,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla carvalhoi,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla circumdata,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla claresignata,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla clepsydra,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla diamantina,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla flavopicta,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla gouveai,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla hylax,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla ibitiguara,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla ibitipoca,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla itapoty,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla izecksohni,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla juiju,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla langei,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla lucianae,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla luctuosa,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla martinsi,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla nanuzae,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla napolii,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla oxente,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla pseudopseudis,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla ravida,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla sagarana,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla sapiranga,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla saxicola,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla sazimai,
Amphibia,Anura,Hylidae,Bokermannohyla,Bokermannohyla vulcaniae,
Amphibia,Anura,Hylidae,Corythomantis,Corythomantis galeata,
Amphibia,Anura,Hylidae,Corythomantis,Corythomantis greeningi,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus acreanus,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus anataliasiasi,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus anceps,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus araguaya,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus berthalutzae,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus bifurcus,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus bipunctatus,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus bokermanni,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus branneri,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus brevifrons,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus bromeliaceus,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus cachimbo,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus cerradensis,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus counani,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus cruzi,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus decipiens,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus dutrai,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus elegans,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus elianeae,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus gaucheri,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus giesleri,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus haddadi,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus haraldschultzi,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus jimi,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus kamagarini,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus koechlini,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus leali,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus leucophyllatus,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus limai,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus mapinguari,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus marmoratus,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus melanargyreus,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus meridianus,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus microcephalus,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus microps,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus minimus,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus minusculus,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus minutus,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus miyatai,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus nahdereri,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus nanus,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus nekronastes,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus novaisi,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus oliveirai,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus ozzyi,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus parviceps,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus pauiniensis,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus pseudomeridianus,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus reticulatus,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus rhea,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus rhodopeplus,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus riveroi,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus rossalleni,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus rubicundulus,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus ruschii,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus sanborni,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus sarayacuensis,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus schubarti,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus seniculus,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus soaresi,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus studerae,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus timbeba,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus tintinnabulum,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus triangulum,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus tritaeniatus,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus walfordi,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus werneri,
Amphibia,Anura,Hylidae,Dendropsophus,Dendropsophus xapuriensis,
Amphibia,Anura,Hylidae,Dryaderces,Dryaderces inframaculatus,
Amphibia,Anura,Hylidae,Dryaderces,Dryaderces pearsoni,
Amphibia,Anura,Hylidae,Itapotihyla,Itapotihyla langsdorffii,
Amphibia,Anura,Hylidae,Julianus,Julianus pinimus,
Amphibia,Anura,Hylidae,Julianus,Julianus uruguayus,
Amphibia,Anura,Hylidae,Lysapsus,Lysapsus bolivianus,
Amphibia,Anura,Hylidae,Lysapsus,Lysapsus caraya,
Amphibia,Anura,Hylidae,Lysapsus,Lysapsus laevis,
Amphibia,Anura,Hylidae,Lysapsus,Lysapsus limellum,
Amphibia,Anura,Hylidae,Ololygon,Ololygon agilis,
Amphibia,Anura,Hylidae,Ololygon,Ololygon albicans,
Amphibia,Anura,Hylidae,Ololygon,Ololygon alcatraz,
Amphibia,Anura,Hylidae,Ololygon,Ololygon angrensis,
Amphibia,Anura,Hylidae,Ololygon,Ololygon arduous,
Amphibia,Anura,Hylidae,Ololygon,Ololygon argyreornata,
Amphibia,Anura,Hylidae,Ololygon,Ololygon ariadne,
Amphibia,Anura,Hylidae,Ololygon,Ololygon aromothyella,
Amphibia,Anura,Hylidae,Ololygon,Ololygon atrata,
Amphibia,Anura,Hylidae,Ololygon,Ololygon belloni,
Amphibia,Anura,Hylidae,Ololygon,Ololygon berthae,
Amphibia,Anura,Hylidae,Ololygon,Ololygon brieni,
Amphibia,Anura,Hylidae,Ololygon,Ololygon caissara,
Amphibia,Anura,Hylidae,Ololygon,Ololygon canastrensis,
Amphibia,Anura,Hylidae,Ololygon,Ololygon carnevallii,
Amphibia,Anura,Hylidae,Ololygon,Ololygon catharinae,
Amphibia,Anura,Hylidae,Ololygon,Ololygon centralis,
Amphibia,Anura,Hylidae,Ololygon,Ololygon cosenzai,
Amphibia,Anura,Hylidae,Ololygon,Ololygon faivovichi,
Amphibia,Anura,Hylidae,Ololygon,Ololygon flavoguttata,
Amphibia,Anura,Hylidae,Ololygon,Ololygon goya,
Amphibia,Anura,Hylidae,Ololygon,Ololygon heyeri,
Amphibia,Anura,Hylidae,Ololygon,Ololygon hiemalis,
Amphibia,Anura,Hylidae,Ololygon,Ololygon humilis,
Amphibia,Anura,Hylidae,Ololygon,Ololygon insperata,
Amphibia,Anura,Hylidae,Ololygon,Ololygon kautskyi,
Amphibia,Anura,Hylidae,Ololygon,Ololygon jureia,
Amphibia,Anura,Hylidae,Ololygon,Ololygon littoralis,
Amphibia,Anura,Hylidae,Ololygon,Ololygon littoreus,
Amphibia,Anura,Hylidae,Ololygon,Ololygon longilinea,
Amphibia,Anura,Hylidae,Ololygon,Ololygon luizotavioi,
Amphibia,Anura,Hylidae,Ololygon,Ololygon machadoi,
Amphibia,Anura,Hylidae,Ololygon,Ololygon melanodactyla,
Amphibia,Anura,Hylidae,Ololygon,Ololygon melloi,
Amphibia,Anura,Hylidae,Ololygon,Ololygon muriciensis,
Amphibia,Anura,Hylidae,Ololygon,Ololygon obtriangulata,
Amphibia,Anura,Hylidae,Ololygon,Ololygon peixotoi,
Amphibia,Anura,Hylidae,Ololygon,Ololygon perpusilla,
Amphibia,Anura,Hylidae,Ololygon,Ololygon pombali,
Amphibia,Anura,Hylidae,Ololygon,Ololygon ranki,
Amphibia,Anura,Hylidae,Ololygon,Ololygon rizibilis,
Amphibia,Anura,Hylidae,Ololygon,Ololygon skaios,
Amphibia,Anura,Hylidae,Ololygon,Ololygon skuki,
Amphibia,Anura,Hylidae,Ololygon,Ololygon strigilata,
Amphibia,Anura,Hylidae,Ololygon,Ololygon tripui,
Amphibia,Anura,Hylidae,Ololygon,Ololygon trapicheiroi,
Amphibia,Anura,Hylidae,Ololygon,Ololygon tupinamba,
Amphibia,Anura,Hylidae,Ololygon,Ololygon v-signata,
Amphibia,Anura,Hylidae,Osteocephalus,Osteocephalus buckleyi,
Amphibia,Anura,Hylidae,Osteocephalus,Osteocephalus cabrerai,
Amphibia,Anura,Hylidae,Osteocephalus,Osteocephalus camufatus,
Amphibia,Anura,Hylidae,Osteocephalus,Osteocephalus castaneicola,
Amphibia,Anura,Hylidae,Osteocephalus,Osteocephalus deridens,
Amphibia,Anura,Hylidae,Osteocephalus,Osteocephalus helenae,
Amphibia,Anura,Hylidae,Osteocephalus,Osteocephalus leprieurii,
Amphibia,Anura,Hylidae,Osteocephalus,Osteocephalus oophagus,
Amphibia,Anura,Hylidae,Osteocephalus,Osteocephalus planiceps,
Amphibia,Anura,Hylidae,Osteocephalus,Osteocephalus subtilis,
Amphibia,Anura,Hylidae,Osteocephalus,Osteocephalus taurinus,
Amphibia,Anura,Hylidae,Osteocephalus,Osteocephalus vilarsi,
Amphibia,Anura,Hylidae,Phyllodytes,Phyllodytes acuminatus,
