Classe,Ordem,Familia,Genero,Especie,Correspondente
Amphibia,,,,,
Amphibia,Anura,,,,
Amphibia,Caudata,,,,
Amphibia,Gymnophiona,,,,
Amphibia,Anura,Allophrynidae,,,
Amphibia,Anura,Alsodidae,,,
Amphibia,Anura,Aromobatidae,,,
Amphibia,Anura,Brachycephalidae,,,
Amphibia,Anura,Bufonidae,,,
Amphibia,Gymnophiona,Caeciliidae,,,
Amphibia,Anura,Centrolenidae,,,
Amphibia,Anura,Ceratophryidae,,,
Amphibia,Anura,Craugastoridae,,,
Amphibia,Anura,Cycloramphidae,,,
Amphibia,Anura,Dendrobatidae,,,
Amphibia,Anura,Eleutherodactylidae,,,
Amphibia,Anura,Hemiphractidae,,,
Amphibia,Anura,Hylidae,,,
Amphibia,Anura,Hylodidae,,,
Amphibia,Anura,Leptodactylidae,,,
Amphibia,Anura,Microhylidae,,,
Amphibia,Anura,Phyllomedusidae,,,
Amphibia,Anura,Pipidae,,,
Amphibia,Caudata,Plethodontidae,,,
Amphibia,Anura,Ranidae,,,
Amphibia,Gymnophiona,Rhinatrematidae,,,
Amphibia,Gymnophiona,Siphonopidae,,,
Amphibia,Gymnophiona,Typhlonectidae,,,
Amphibia,Anura,Microhylidae,Adelastes,,
Amphibia,Anura,Eleutherodactylidae,Adelophryne,,
Amphibia,Anura,Dendrobatidae,Adelphobates,,
Amphibia,Anura,Leptodactylidae,Adenomera,,
Amphibia,Anura,Aromobatidae,Allobates,,
Amphibia,Anura,Allophrynidae,Allophryne,,
Amphibia,Anura,Bufonidae,Amazophrynella,,
Amphibia,Anura,Dendrobatidae,Ameerega,,
Amphibia,Anura,Aromobatidae,Anomaloglossus,,
Amphibia,Anura,Hylidae,Aparasphenodon,,
Amphibia,Anura,Hylidae,Aplastodiscus,,
Amphibia,Anura,Microhylidae,Arcovomer,,
Amphibia,Anura,Bufonidae,Atelopus,,
Amphibia,Gymnophiona,Typhlonectidae,Atretochoana,,
Amphibia,Anura,Craugastoridae,Barycholos,,
Amphibia,Anura,Hylidae,Boana,,
Amphibia,Anura,Hylidae,Bokermannohyla,,
Amphibia,Caudata,Plethodontidae,Bolitoglossa,,
Amphibia,Anura,Brachycephalidae,Brachycephalus,,
Amphibia,Gymnophiona,Siphonopidae,Brasilotyphlus,,
Amphibia,Gymnophiona,Caeciliidae,Caecilia,,
Amphibia,Anura,Phyllomedusidae,Callimedusa,,
Amphibia,Anura,Ceratophryidae,Ceratophrys,,
Amphibia,Anura,Craugastoridae,Ceuthomantis,,
Amphibia,Anura,Microhylidae,Chiasmocleis,,
Amphibia,Gymnophiona,Typhlonectidae,Chthonerpeton,,
Amphibia,Anura,Hylidae,Corythomantis,,
Amphibia,Anura,Leptodactylidae,Crossodactylodes,,
Amphibia,Anura,Hylodidae,Crossodactylus,,
Amphibia,Anura,Phyllomedusidae,Cruziohyla,,
Amphibia,Anura,Microhylidae,Ctenophryne,,
Amphibia,Anura,Cycloramphidae,Cycloramphus,,
Amphibia,Anura,Microhylidae,Dasypops,,
Amphibia,Anura,Dendrobatidae,Dendrobates,,
Amphibia,Anura,Bufonidae,Dendrophryniscus,,
Amphibia,Anura,Hylidae,Dendropsophus,,
Amphibia,Anura,Microhylidae,Dermatonotus,,
Amphibia,Anura,Hylidae,Dryaderces,,
Amphibia,Anura,Leptodactylidae,Edalorhina,,
Amphibia,Anura,Microhylidae,Elachistocleis,,
Amphibia,Anura,Craugastoridae,Eleutherodactylus,,
Amphibia,Anura,Leptodactylidae,Engystomops,,
Amphibia,Anura,Craugastoridae,Euparkerella,,
Amphibia,Anura,Hemiphractidae,Fritziana,,
Amphibia,Anura,Bufonidae,Frostius,,
Amphibia,Anura,Hemiphractidae,Gastrotheca,,
Amphibia,Anura,Craugastoridae,Haddadus,,
Amphibia,Anura,Microhylidae,Hamptophryne,,
Amphibia,Anura,Hemiphractidae,Hemiphractus,,
Amphibia,Anura,Craugastoridae,Holoaden,,
Amphibia,Anura,Centrolenidae,Hyalinobatrachium,,
Amphibia,Anura,Leptodactylidae,Hydrolaetare,,
Amphibia,Anura,Hylidae,Hyla,,
Amphibia,Anura,Hylodidae,Hylodes,,
Amphibia,Anura,Phyllomedusidae,Hylomantis,,
Amphibia,Anura,Dendrobatidae,Hyloxalus,,
Amphibia,Anura,Brachycephalidae,Ischnocnema,,
Amphibia,Anura,Hylidae,Itapotihyla,,
Amphibia,Anura,Hylidae,Julianus,,
Amphibia,Anura,Ceratophryidae,Lepidobatrachus,,
Amphibia,Anura,Leptodactylidae,Leptodactylus,,
Amphibia,Anura,Alsodidae,Limnomedusa,,
Amphibia,Anura,Ranidae,Lithobates,,
Amphibia,Anura,Leptodactylidae,Lithodytes,,
Amphibia,Gymnophiona,Siphonopidae,Luetkenotyphlus,,
Amphibia,Anura,Hylidae,Lysapsus,,
Amphibia,Anura,Microhylidae,Macrogenioglottus,,
Amphibia,Anura,Hylodidae,Megaelosia,,
Amphibia,Anura,Bufonidae,Melanophryniscus,,
Amphibia,Gymnophiona,Siphonopidae,Microcaecilia,,
Amphibia,Gymnophiona,Siphonopidae,Mimosiphonops,,
Amphibia,Anura,Microhylidae,Myersiella,,
Amphibia,Gymnophiona,Typhlonectidae,Nectocaecilia,,
Amphibia,Anura,Craugastoridae,Noblella,,
Amphibia,Anura,Microhylidae,Odontophrynus,,
Amphibia,Anura,Hylidae,Ololygon,,
Amphibia,Anura,Craugastoridae,Oreobates,,
Amphibia,Anura,Bufonidae,Oreophrynella,,
Amphibia,Gymnophiona,Caeciliidae,Oscaecilia,,
Amphibia,Anura,Hylidae,Osteocephalus,,
Amphibia,Anura,Microhylidae,Otophryne,,
Amphibia,Anura,Leptodactylidae,Paratelmatobius,,
Amphibia,Anura,Phyllomedusidae,Phasmahyla,,
Amphibia,Anura,Phyllomedusidae,Phrynomedusa,,
Amphibia,Anura,Hylidae,Phyllodytes,,
Amphibia,Anura,Phyllomedusidae,Phyllomedusa,,
Amphibia,Anura,Leptodactylidae,Physalaemus,,
Amphibia,Anura,Eleutherodactylidae,Phyzelaphryne,,
Amphibia,Anura,Pipidae,Pipa,,
Amphibia,Anura,Phyllomedusidae,Pithecopus,,
Amphibia,Anura,Leptodactylidae,Pleurodema,,
Amphibia,Gymnophiona,Typhlonectidae,Potomotyphlus,,
Amphibia,Anura,Craugastoridae,Pristimantis,,
Amphibia,Anura,Microhylidae,Proceratophrys,,
Amphibia,Anura,Hylidae,Pseudis,,
Amphibia,Anura,Leptodactylidae,Pseudopaludicola,,
Amphibia,Anura,Dendrobatidae,Ranitomeya,,
Amphibia,Anura,Bufonidae,Rhaebo,,
Amphibia,Gymnophiona,Rhinatrematidae,Rhinatrema,,
Amphibia,Anura,Bufonidae,Rhinella,,
Amphibia,Anura,Leptodactylidae,Rupirana,,
Amphibia,Anura,Hylidae,Scarthyla,,
Amphibia,Anura,Hylidae,Scinax,,
Amphibia,Anura,Leptodactylidae,Scythrophrys,,
Amphibia,Gymnophiona,Siphonopidae,Siphonops,,
Amphibia,Anura,Hylidae,Sphaenorhynchus,,
Amphibia,Anura,Hemiphractidae,Stefania,,
Amphibia,Anura,Microhylidae,Stereocyclops,,
Amphibia,Anura,Craugastoridae,Strabomantis,,
Amphibia,Anura,Microhylidae,Synapturanus,,
Amphibia,Anura,Hylidae,Tepuihyla,,
Amphibia,Anura,Centrolenidae,Teratohyla,,
Amphibia,Anura,Cycloramphidae,Thoropa,,
Amphibia,Anura,Hylidae,Trachycephalus,,
Amphibia,Gymnophiona,Typhlonectidae,Typhlonectes,,
Amphibia,Anura,Centrolenidae,Vitreorana,,
Amphibia,Anura,Hylidae,Xenohyla,,
Amphibia,Anura,Cycloramphidae,Zachaenus,,
Amphibia,Anura,Allophrynidae,Allophryne,Allophryne relicta,
Amphibia,Anura,Allophrynidae,Allophryne,Allophryne resplendens,
Amphibia,Anura,Allophrynidae,Allophryne,Allophryne ruthveni,
Amphibia,Anura,Alsodidae,Limnomedusa,Limnomedusa macroglossa,
Amphibia,Anura,Aromobatidae,Allobates,Allobates bacurau,
Amphibia,Anura,Aromobatidae,Allobates,Allobates brunneus,
Amphibia,Anura,Aromobatidae,Allobates,Allobates carajas,
Amphibia,Anura,Aromobatidae,Allobates,Allobates caeruleodactylus,
Amphibia,Anura,Aromobatidae,Allobates,Allobates conspicuus,
Amphibia,Anura,Aromobatidae,Allobates,Allobates crombiei,
Amphibia,Anura,Aromobatidae,Allobates,Allobates femoralis,
Amphibia,Anura,Aromobatidae,Allobates,Allobates flaviventris,
Amphibia,Anura,Aromobatidae,Allobates,Allobates fuscellus,
Amphibia,Anura,Aromobatidae,Allobates,Allobates gasconi,
Amphibia,Anura,Aromobatidae,Allobates,Allobates goianus,
Amphibia,Anura,Aromobatidae,Allobates,Allobates grillisimilis,
Amphibia,Anura,Aromobatidae,Allobates,Allobates hodli,
Amphibia,Anura,Aromobatidae,Allobates,Allobates juami,
Amphibia,Anura,Aromobatidae,Allobates,Allobates magnussoni,
Amphibia,Anura,Aromobatidae,Allobates,Allobates marchesianus,
Amphibia,Anura,Aromobatidae,Allobates,Allobates masniger,
Amphibia,Anura,Aromobatidae,Allobates,Allobates myersi,
Amphibia,Anura,Aromobatidae,Allobates,Allobates nidicola,
Amphibia,Anura,Aromobatidae,Allobates,Allobates olfersioides,
Amphibia,Anura,Aromobatidae,Allobates,Allobates paleovarzensis,
Amphibia,Anura,Aromobatidae,Allobates,Allobates subfolionidificans,
Amphibia,Anura,Aromobatidae,Allobates,Allobates sumtuosus,
Amphibia,Anura,Aromobatidae,Allobates,Allobates tapajos,
Amphibia,Anura,Aromobatidae,Allobates,Allobates tinae,
Amphibia,Anura,Aromobatidae,Allobates,Allobates trilineatus,
Amphibia,Anura,Aromobatidae,Allobates,Allobates vanzolinius,
Amphibia,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus apiau,
Amphibia,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus baeobatrachus,
Amphibia,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus stepheni,
Amphibia,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus tamacuarensis,
Amphibia,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus tepequem,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus actaeus,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus albolineatus,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus alipioi,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus atelopoide,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus auroguttatus,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus boticario,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus brunneus,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus bufonoides,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus coloratus,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus crispus,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus curupira,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus darkside,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus didactylus,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus ephippium,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus ferruginus,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus fuscolineatus,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus garbeanus,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus guarani,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus hermogenesi,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus izecksohni,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus leopardus,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus margaritatus,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus mariaterezae,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus mirissimus,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus nodoterga,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus olivaceus,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus pernix,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus pitanga,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus pombali,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus pulex,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus quiririensis,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus sulfuratus,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus toby,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus tridactylus,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus verrucosus,
Amphibia,Anura,Brachycephalidae,Brachycephalus,Brachycephalus vertebralis,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema abdita,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema bolbodactyla,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema colibri,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema concolor,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema epipeda,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema erythromera,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema feioi,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema garciai,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema gehrti,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema gualteri,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema guentheri,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema henselii,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema hoehnei,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema holti,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema izecksohni,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema juipoca,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema karst,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema lactea,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema manezinho,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema melanopygia,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema nanahallux,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema nasuta,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema nigriventris,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema octavioi,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema oea,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema paranaensis,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema parnaso,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema parva,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema penaxavantinho,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema pusilla,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema randorum,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema sambaqui,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema spanios,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema surda,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema venancioi,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema verrucosa,
Amphibia,Anura,Brachycephalidae,Ischnocnema,Ischnocnema vizottoi,
Amphibia,Anura,Bufonidae,Amazophrynella,Amazophrynella bokermanni,
Amphibia,Anura,Bufonidae,Amazophrynella,Amazophrynella manaos,
Amphibia,Anura,Bufonidae,Amazophrynella,Amazophrynella minuta,
Amphibia,Anura,Bufonidae,Amazophrynella,Amazophrynella moisesii,
Amphibia,Anura,Bufonidae,Amazophrynella,Amazophrynella teko,
Amphibia,Anura,Bufonidae,Amazophrynella,Amazophrynella vote,
Amphibia,Anura,Bufonidae,Amazophrynella,Amazophrynella xinguensis,
Amphibia,Anura,Bufonidae,Atelopus,Atelopus flavescens,
Amphibia,Anura,Bufonidae,Atelopus,Atelopus hoogmoedi,
Amphibia,Anura,Bufonidae,Dendrophryniscus,Dendrophryniscus berthalutzae,
Amphibia,Anura,Bufonidae,Dendrophryniscus,Dendrophryniscus brevipollicatus,
Amphibia,Anura,Bufonidae,Dendrophryniscus,Dendrophryniscus carvalhoi,
Amphibia,Anura,Bufonidae,Dendrophryniscus,Dendrophryniscus krausae,
Amphibia,Anura,Bufonidae,Dendrophryniscus,Dendrophryniscus leucomystax,
Amphibia,Anura,Bufonidae,Dendrophryniscus,Dendrophryniscus oreites,
Amphibia,Anura,Bufonidae,Dendrophryniscus,Dendrophryniscus organensis,
Amphibia,Anura,Bufonidae,Dendrophryniscus,Dendrophryniscus proboscideus,
Amphibia,Anura,Bufonidae,Dendrophryniscus,Dendrophryniscus skuki,
Amphibia,Anura,Bufonidae,Dendrophryniscus,Dendrophryniscus stawiarskyi,
Amphibia,Anura,Bufonidae,Frostius,Frostius erythrophthalmus,
Amphibia,Anura,Bufonidae,Frostius,Frostius pernambucensis,
Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus admirabilis,
Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus alipioi,
Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus atroluteus,
Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus biancae,
Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus cambaraensis,
Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus devincenzii,
Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus dorsalis,
Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus fulvoguttatus,
Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus klappenbachi,
Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus macrogranulosus,
Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus milanoi,
Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus montevidensis,
Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus moreirae,
Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus pachyrhynus,
Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus peritus,
Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus sanmartini,
Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus setiba,
Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus simplex,
Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus spectabilis,
Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus tumifrons,
Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus vilavelhensis,
Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus xanthostomus,
Amphibia,Anura,Bufonidae,Oreophrynella,Oreophrynella quelchii,
Amphibia,Anura,Bufonidae,Oreophrynella,Oreophrynella weiassipuensis,
Amphibia,Anura,Bufonidae,Rhaebo,Rhaebo ecuadorensis,
Amphibia,Anura,Bufonidae,Rhaebo,Rhaebo guttatus,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella abei,Chaunus abei
Amphibia,Anura,Bufonidae,Rhinella,Rhinella achavali,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella acutirostris,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella arenarum,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella azarai,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella bergi,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella casconi,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella castaneotica,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella ceratophrys,Bufo ceratophrys
Amphibia,Anura,Bufonidae,Rhinella,Rhinella cerradensis,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella crucifer,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella dapsilis,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella diptycha,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella dorbignyi,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella fernandezae,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella gildae,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella granulosa,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella henseli,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella hoogmoedi,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella icterica,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella inopina,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella jimi,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella magnussoni,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella major,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella margaritifera,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella marina,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella martyi,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella merianae,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella mirandaribeiroi,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella nattereri,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella ocellata,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella ornata,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella paraguayensis,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella poeppigii,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella pombali,Chaunus pombali
Amphibia,Anura,Bufonidae,Rhinella,Rhinella proboscidea,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella pygmaea,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella rubescens,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella schneideri,Bufo schneideri
Amphibia,Anura,Bufonidae,Rhinella,Rhinella scitula,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella sebbeni,
Amphibia,Anura,Bufonidae,Rhinella,Rhinella veredas,
Amphibia,Anura,Centrolenidae,Teratohyla,Teratohyla adenocheira,
Amphibia,Anura,Centrolenidae,Teratohyla,Teratohyla midas,
Amphibia,Anura,Centrolenidae,Vitreorana,Vitreorana baliomma,
Amphibia,Anura,Centrolenidae,Vitreorana,Vitreorana eurygnatha,
Amphibia,Anura,Centrolenidae,Vitreorana,Vitreorana franciscana,
Amphibia,Anura,Centrolenidae,Vitreorana,Vitreorana parvula,
Amphibia,Anura,Centrolenidae,Vitreorana,Vitreorana ritae,
Amphibia,Anura,Centrolenidae,Vitreorana,Vitreorana uranoscopa,
Amphibia,Anura,Centrolenidae,Hyalinobatrachium,Hyalinobatrachium cappellei,
Amphibia,Anura,Centrolenidae,Hyalinobatrachium,Hyalinobatrachium carlesvilai,
Amphibia,Anura,Centrolenidae,Hyalinobatrachium,Hyalinobatrachium iaspidiense,
Amphibia,Anura,Centrolenidae,Hyalinobatrachium,Hyalinobatrachium mondolfii,
Amphibia,Anura,Centrolenidae,Hyalinobatrachium,Hyalinobatrachium muiraquitan,
Amphibia,Anura,Centrolenidae,Hyalinobatrachium,Hyalinonatrachium munozorum,
Amphibia,Anura,Ceratophryidae,Ceratophrys,Ceratophrys aurita,
Amphibia,Anura,Ceratophryidae,Ceratophrys,Ceratophrys cornuta,
Amphibia,Anura,Ceratophryidae,Ceratophrys,Ceratophrys cranwelli,
Amphibia,Anura,Ceratophryidae,Ceratophrys,Ceratophrys joazeirensis,
Amphibia,Anura,Ceratophryidae,Ceratophrys,Ceratophrys ornata,
Amphibia,Anura,Ceratophryidae,Lepidobatrachus,Lepidobatrachus asper,
Amphibia,Anura,Craugastoridae,Haddadus,Haddadus aramunha,
Amphibia,Anura,Craugastoridae,Haddadus,Haddadus binotatus,
Amphibia,Anura,Craugastoridae,Haddadus,Haddadus plicifer,
Amphibia,Anura,Craugastoridae,Strabomantis,Strabomantis sulcatus,
Amphibia,Anura,Craugastoridae,Eleutherodactylus,Eleutherodactylus bilineatus,Bahius bilineatus
Amphibia,Anura,Craugastoridae,Barycholos,Barycholos ternetzi,
Amphibia,Anura,Craugastoridae,Euparkerella,Euparkerella brasiliensis,
Amphibia,Anura,Craugastoridae,Euparkerella,Euparkerella cochranae,
Amphibia,Anura,Craugastoridae,Euparkerella,Euparkerella cryptica,
Amphibia,Anura,Craugastoridae,Euparkerella,Euparkerella robusta,
Amphibia,Anura,Craugastoridae,Euparkerella,Euparkerella tridactyla,
Amphibia,Anura,Craugastoridae,Holoaden,Holoaden bradei,
Amphibia,Anura,Craugastoridae,Holoaden,Holoaden luederwaldti,
Amphibia,Anura,Craugastoridae,Holoaden,Holoaden pholeter,
Amphibia,Anura,Craugastoridae,Holoaden,Holoaden suarezi,
Amphibia,Anura,Craugastoridae,Noblella,Noblella myrmecoides,
Amphibia,Anura,Craugastoridae,Oreobates,Oreobates antrum,
Amphibia,Anura,Craugastoridae,Oreobates,Oreobates crepitans,Eleutherodactylus crepitans
Amphibia,Anura,Craugastoridae,Oreobates,Oreobates heterodactylus,
Amphibia,Anura,Craugastoridae,Oreobates,Oreobates quixensis,
Amphibia,Anura,Craugastoridae,Oreobates,Oreobates remotus,
Amphibia,Anura,Craugastoridae,Ceuthomantis,Ceuthomantis cavernibardus,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis academicus,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis acuminatus,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis altamazonicus,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis aureolineatus,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis buccinator,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis carvalhoi,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis chiastonotus,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis conspicillatus,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis delius,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis diadematus,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis dundeei,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis eurydactylus,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis fenestratus,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis gutturalis,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis inguinalis,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis lacrimosus,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis lanthanites,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis latro,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis luscombei,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis malkini,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis marmoratus,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis martiae,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis memorans,
Amphibia,Anura,Craugastoridae,Pristimantis,Pristimantis ockendeni,
